run_id,lactinv_sample_id,bmc_sample_id,lane1,lane2
230202YilA,202306628,D23-115139,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115139-1-6110F/230202YilA_D23-115139-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115139-2-6110F/230202YilA_D23-115139-2_phiX_bestmap.bam
230202YilA,202306608,D23-115140,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115140-1-6110F/230202YilA_D23-115140-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115140-2-6110F/230202YilA_D23-115140-2_phiX_bestmap.bam
230202YilA,202306596,D23-115141,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115141-1-6110F/230202YilA_D23-115141-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115141-2-6110F/230202YilA_D23-115141-2_phiX_bestmap.bam
230202YilA,202306590,D23-115142,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115142-1-6110F/230202YilA_D23-115142-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115142-2-6110F/230202YilA_D23-115142-2_phiX_bestmap.bam
230202YilA,202306600,D23-115143,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115143-1-6110F/230202YilA_D23-115143-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115143-2-6110F/230202YilA_D23-115143-2_phiX_bestmap.bam
230202YilA,202306535,D23-115144,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115144-1-6110F/230202YilA_D23-115144-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115144-2-6110F/230202YilA_D23-115144-2_phiX_bestmap.bam
230202YilA,202306618,D23-115145,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115145-1-6110F/230202YilA_D23-115145-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115145-2-6110F/230202YilA_D23-115145-2_phiX_bestmap.bam
230202YilA,202306586,D23-115146,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115146-1-6110F/230202YilA_D23-115146-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115146-2-6110F/230202YilA_D23-115146-2_phiX_bestmap.bam
230202YilA,202306572,D23-115147,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115147-1-6110F/230202YilA_D23-115147-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115147-2-6110F/230202YilA_D23-115147-2_phiX_bestmap.bam
230202YilA,202306630,D23-115148,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115148-1-6110F/230202YilA_D23-115148-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115148-2-6110F/230202YilA_D23-115148-2_phiX_bestmap.bam
230202YilA,202306612,D23-115149,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115149-1-6110F/230202YilA_D23-115149-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115149-2-6110F/230202YilA_D23-115149-2_phiX_bestmap.bam
230202YilA,202306548,D23-115150,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115150-1-6110F/230202YilA_D23-115150-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115150-2-6110F/230202YilA_D23-115150-2_phiX_bestmap.bam
230202YilA,202306582,D23-115151,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115151-1-6110F/230202YilA_D23-115151-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115151-2-6110F/230202YilA_D23-115151-2_phiX_bestmap.bam
230202YilA,202306604,D23-115152,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115152-1-6110F/230202YilA_D23-115152-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115152-2-6110F/230202YilA_D23-115152-2_phiX_bestmap.bam
230202YilA,202309803,D23-115153,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115153-1-6110F/230202YilA_D23-115153-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115153-2-6110F/230202YilA_D23-115153-2_phiX_bestmap.bam
230202YilA,202306730,D23-115154,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115154-1-6110F/230202YilA_D23-115154-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115154-2-6110F/230202YilA_D23-115154-2_phiX_bestmap.bam
230202YilA,202309457,D23-115155,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115155-1-6110F/230202YilA_D23-115155-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115155-2-6110F/230202YilA_D23-115155-2_phiX_bestmap.bam
230202YilA,202306713,D23-115156,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115156-1-6110F/230202YilA_D23-115156-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115156-2-6110F/230202YilA_D23-115156-2_phiX_bestmap.bam
230202YilA,203323721,D23-115157,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115157-1-6110F/230202YilA_D23-115157-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115157-2-6110F/230202YilA_D23-115157-2_phiX_bestmap.bam
230202YilA,202309202,D23-115158,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115158-1-6110F/230202YilA_D23-115158-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115158-2-6110F/230202YilA_D23-115158-2_phiX_bestmap.bam
230202YilA,202306751,D23-115159,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115159-1-6110F/230202YilA_D23-115159-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115159-2-6110F/230202YilA_D23-115159-2_phiX_bestmap.bam
230202YilA,202306449,D23-115160,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115160-1-6110F/230202YilA_D23-115160-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115160-2-6110F/230202YilA_D23-115160-2_phiX_bestmap.bam
230202YilA,202304947,D23-115161,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115161-1-6110F/230202YilA_D23-115161-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115161-2-6110F/230202YilA_D23-115161-2_phiX_bestmap.bam
230202YilA,202309263R,D23-115162,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115162-1-6110F/230202YilA_D23-115162-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115162-2-6110F/230202YilA_D23-115162-2_phiX_bestmap.bam
230202YilA,202304988R,D23-115163,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115163-1-6110F/230202YilA_D23-115163-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115163-2-6110F/230202YilA_D23-115163-2_phiX_bestmap.bam
230202YilA,202305716R,D23-115164,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115164-1-6110F/230202YilA_D23-115164-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115164-2-6110F/230202YilA_D23-115164-2_phiX_bestmap.bam
230202YilA,202307008R,D23-115165,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115165-1-6110F/230202YilA_D23-115165-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115165-2-6110F/230202YilA_D23-115165-2_phiX_bestmap.bam
230202YilA,202305765R,D23-115166,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115166-1-6110F/230202YilA_D23-115166-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115166-2-6110F/230202YilA_D23-115166-2_phiX_bestmap.bam
230202YilA,202305769R,D23-115167,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115167-1-6110F/230202YilA_D23-115167-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115167-2-6110F/230202YilA_D23-115167-2_phiX_bestmap.bam
230202YilA,202304767R,D23-115168,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115168-1-6110F/230202YilA_D23-115168-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115168-2-6110F/230202YilA_D23-115168-2_phiX_bestmap.bam
230202YilA,202306887,D23-115169,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115169-1-6110F/230202YilA_D23-115169-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115169-2-6110F/230202YilA_D23-115169-2_phiX_bestmap.bam
230202YilA,202306939,D23-115170,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115170-1-6110F/230202YilA_D23-115170-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115170-2-6110F/230202YilA_D23-115170-2_phiX_bestmap.bam
230202YilA,202307029,D23-115171,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115171-1-6110F/230202YilA_D23-115171-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115171-2-6110F/230202YilA_D23-115171-2_phiX_bestmap.bam
230202YilA,202306954,D23-115172,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115172-1-6110F/230202YilA_D23-115172-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115172-2-6110F/230202YilA_D23-115172-2_phiX_bestmap.bam
230202YilA,202306945,D23-115173,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115173-1-6110F/230202YilA_D23-115173-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115173-2-6110F/230202YilA_D23-115173-2_phiX_bestmap.bam
230202YilA,202306994,D23-115174,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115174-1-6110F/230202YilA_D23-115174-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115174-2-6110F/230202YilA_D23-115174-2_phiX_bestmap.bam
230202YilA,202307548,D23-115175,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115175-1-6110F/230202YilA_D23-115175-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115175-2-6110F/230202YilA_D23-115175-2_phiX_bestmap.bam
230202YilA,202307563,D23-115176,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115176-1-6110F/230202YilA_D23-115176-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115176-2-6110F/230202YilA_D23-115176-2_phiX_bestmap.bam
230202YilA,202307579,D23-115177,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115177-1-6110F/230202YilA_D23-115177-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115177-2-6110F/230202YilA_D23-115177-2_phiX_bestmap.bam
230202YilA,202307614,D23-115178,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115178-1-6110F/230202YilA_D23-115178-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115178-2-6110F/230202YilA_D23-115178-2_phiX_bestmap.bam
230202YilA,202310094,D23-115179,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115179-1-6110F/230202YilA_D23-115179-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115179-2-6110F/230202YilA_D23-115179-2_phiX_bestmap.bam
230202YilA,202309983,D23-115180,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115180-1-6110F/230202YilA_D23-115180-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115180-2-6110F/230202YilA_D23-115180-2_phiX_bestmap.bam
230202YilA,202309633,D23-115181,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115181-1-6110F/230202YilA_D23-115181-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115181-2-6110F/230202YilA_D23-115181-2_phiX_bestmap.bam
230202YilA,202310070,D23-115182,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115182-1-6110F/230202YilA_D23-115182-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115182-2-6110F/230202YilA_D23-115182-2_phiX_bestmap.bam
230202YilA,202310038,D23-115183,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115183-1-6110F/230202YilA_D23-115183-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115183-2-6110F/230202YilA_D23-115183-2_phiX_bestmap.bam
230202YilA,202306753,D23-115184,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115184-1-6110F/230202YilA_D23-115184-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115184-2-6110F/230202YilA_D23-115184-2_phiX_bestmap.bam
230202YilA,202309186,D23-115185,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115185-1-6110F/230202YilA_D23-115185-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115185-2-6110F/230202YilA_D23-115185-2_phiX_bestmap.bam
230202YilA,203323697,D23-115186,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115186-1-6110F/230202YilA_D23-115186-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115186-2-6110F/230202YilA_D23-115186-2_phiX_bestmap.bam
230202YilA,203323665,D23-115187,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115187-1-6110F/230202YilA_D23-115187-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115187-2-6110F/230202YilA_D23-115187-2_phiX_bestmap.bam
230202YilA,202305935,D23-115188,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115188-1-6110F/230202YilA_D23-115188-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115188-2-6110F/230202YilA_D23-115188-2_phiX_bestmap.bam
230202YilA,202310043,D23-115189,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115189-1-6110F/230202YilA_D23-115189-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115189-2-6110F/230202YilA_D23-115189-2_phiX_bestmap.bam
230202YilA,202310022,D23-115190,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115190-1-6110F/230202YilA_D23-115190-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115190-2-6110F/230202YilA_D23-115190-2_phiX_bestmap.bam
230202YilA,202306797,D23-115191,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115191-1-6110F/230202YilA_D23-115191-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115191-2-6110F/230202YilA_D23-115191-2_phiX_bestmap.bam
230202YilA,202305251,D23-115192,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115192-1-6110F/230202YilA_D23-115192-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115192-2-6110F/230202YilA_D23-115192-2_phiX_bestmap.bam
230202YilA,202310098,D23-115193,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115193-1-6110F/230202YilA_D23-115193-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115193-2-6110F/230202YilA_D23-115193-2_phiX_bestmap.bam
230202YilA,202308986,D23-115194,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115194-1-6110F/230202YilA_D23-115194-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115194-2-6110F/230202YilA_D23-115194-2_phiX_bestmap.bam
230202YilA,202309072,D23-115195,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115195-1-6110F/230202YilA_D23-115195-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115195-2-6110F/230202YilA_D23-115195-2_phiX_bestmap.bam
230202YilA,202310111,D23-115196,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115196-1-6110F/230202YilA_D23-115196-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115196-2-6110F/230202YilA_D23-115196-2_phiX_bestmap.bam
230202YilA,202308970,D23-115197,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115197-1-6110F/230202YilA_D23-115197-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115197-2-6110F/230202YilA_D23-115197-2_phiX_bestmap.bam
230202YilA,202309823,D23-115198,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115198-1-6110F/230202YilA_D23-115198-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115198-2-6110F/230202YilA_D23-115198-2_phiX_bestmap.bam
230202YilA,202304776,D23-115199,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115199-1-6110F/230202YilA_D23-115199-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115199-2-6110F/230202YilA_D23-115199-2_phiX_bestmap.bam
230202YilA,202304880,D23-115200,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115200-1-6110F/230202YilA_D23-115200-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115200-2-6110F/230202YilA_D23-115200-2_phiX_bestmap.bam
230202YilA,202304900,D23-115201,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115201-1-6110F/230202YilA_D23-115201-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115201-2-6110F/230202YilA_D23-115201-2_phiX_bestmap.bam
230202YilA,202304906,D23-115202,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115202-1-6110F/230202YilA_D23-115202-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115202-2-6110F/230202YilA_D23-115202-2_phiX_bestmap.bam
230202YilA,202306322,D23-115203,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115203-1-6110F/230202YilA_D23-115203-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115203-2-6110F/230202YilA_D23-115203-2_phiX_bestmap.bam
230202YilA,202305331,D23-115204,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115204-1-6110F/230202YilA_D23-115204-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115204-2-6110F/230202YilA_D23-115204-2_phiX_bestmap.bam
230202YilA,203323533,D23-115205,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115205-1-6110F/230202YilA_D23-115205-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115205-2-6110F/230202YilA_D23-115205-2_phiX_bestmap.bam
230202YilA,203323550,D23-115206,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115206-1-6110F/230202YilA_D23-115206-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115206-2-6110F/230202YilA_D23-115206-2_phiX_bestmap.bam
230202YilA,202309206,D23-115207,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115207-1-6110F/230202YilA_D23-115207-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115207-2-6110F/230202YilA_D23-115207-2_phiX_bestmap.bam
