user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
LV2B000079	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.94	0.73	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.73, 0.481; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.28, 0.473; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.09, 0.437	N/A	N/A	N/A	N/A
LV2B000080	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.82	0.733	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.79, 0.486; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.16, 0.471; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.17, 0.442	N/A	N/A	N/A	N/A
LV2B000081	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae	GCF_000186445.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae	98.34	0.829	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
LV2B000082	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae	GCF_000186445.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae	98.2	0.826	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
LV2B000083	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Winkia;s__Winkia neuii	GCF_000420405.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Winkia;s__Winkia neuii	99.92	0.995	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
LV2B000084	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Winkia;s__Winkia neuii	GCF_000420405.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Winkia;s__Winkia neuii	99.85	0.996	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
LV2B000085	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Winkia;s__Winkia anitrata	GCF_029011175.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Winkia;s__Winkia anitrata	99.18	0.943	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
LV2B000086	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.92	0.753	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.58, 0.481; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 93.95, 0.469; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.97, 0.469	N/A	N/A	N/A	N/A
LV2B000087	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.93	0.752	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.7, 0.478; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.04, 0.469; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.0, 0.468	N/A	N/A	N/A	N/A
LV2B000088	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.95	0.752	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.67, 0.479; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 93.95, 0.469; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.98, 0.466	N/A	N/A	N/A	N/A
LV2B000089	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.91	0.748	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.46, 0.479; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 93.95, 0.471; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.98, 0.464	N/A	N/A	N/A	N/A
LV2B000090	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.91	0.751	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 93.95, 0.47; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.05, 0.472; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.72, 0.479	N/A	N/A	N/A	N/A
LV2B000091	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.93	0.749	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.71, 0.476; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.04, 0.47; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.02, 0.473	N/A	N/A	N/A	N/A
LV2B000092	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.93	0.749	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.46, 0.479; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.89, 0.466; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 93.95, 0.47	N/A	N/A	N/A	N/A
LV2B000093	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.96	0.751	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.56, 0.474; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 93.94, 0.469; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.95, 0.464	N/A	N/A	N/A	N/A
LV2B000094	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.0	0.75	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.37, 0.475; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.04, 0.471; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.92, 0.466	N/A	N/A	N/A	N/A
LV2B000095	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.98	0.747	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.51, 0.484; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 93.95, 0.47; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.89, 0.468	N/A	N/A	N/A	N/A
LV2B000096	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.95	0.74	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.13, 0.47; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.93, 0.451; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.65, 0.481	N/A	N/A	N/A	N/A
LV2B000097	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.97	0.77	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.65, 0.481; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.13, 0.47; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.92, 0.492	N/A	N/A	N/A	N/A
LV2B000098	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.01	0.772	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.65, 0.481; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.0, 0.492; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.02, 0.469	N/A	N/A	N/A	N/A
LV2B000099	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.97	0.771	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.65, 0.482; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.0, 0.469; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.87, 0.491	N/A	N/A	N/A	N/A
LV2B000100	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.97	0.74	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.61, 0.48; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.15, 0.469; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.05, 0.451	N/A	N/A	N/A	N/A
LV2B000101	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.48	0.913	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 96.8, 0.526; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.43, 0.699	N/A	N/A	N/A	N/A
LV2B000102	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.51	0.918	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 96.8, 0.526; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.43, 0.699	N/A	N/A	N/A	N/A
LV2B000103	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.48	0.913	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 96.8, 0.526; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.43, 0.699	N/A	N/A	N/A	N/A
LV2B000104	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.51	0.918	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 96.8, 0.526; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.43, 0.699	N/A	N/A	N/A	N/A
LV2B000105	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.39	0.844	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.84, 0.508; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 92.61, 0.422; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.05, 0.504	N/A	N/A	N/A	N/A
LV2B000106	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.43	0.844	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.84, 0.51; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 92.61, 0.422; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.83, 0.504	N/A	N/A	N/A	N/A
LV2B000107	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.4	0.844	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.84, 0.508; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.96, 0.504; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 92.61, 0.422	N/A	N/A	N/A	N/A
LV2B000108	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.4	0.844	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.84, 0.509; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 92.61, 0.423; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.86, 0.506	N/A	N/A	N/A	N/A
LV2B000109	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.4	0.843	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.84, 0.507; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 92.61, 0.422; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.06, 0.505	N/A	N/A	N/A	N/A
LV2B000110	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	GCF_000014425.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	98.77	0.9	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_947565635.1, s__Lactobacillus sp947565635, 95.0, 85.6, 0.46; GCF_000159355.1, s__Lactobacillus johnsonii, 95.0, 86.01, 0.533; GCF_032376765.1, s__Lactobacillus sp910589175, 95.0, 85.96, 0.515; GCA_947568765.1, s__Lactobacillus sp947568765, 95.0, 86.39, 0.511; GCF_003584685.1, s__Lactobacillus paragasseri, 95.0, 94.04, 0.833; GCF_013487865.1, s__Lactobacillus johnsonii_A, 95.19, 85.88, 0.489; GCF_001436695.1, s__Lactobacillus taiwanensis, 95.0, 86.19, 0.503; GCF_014058685.1, s__Lactobacillus sp910589675, 96.93, 85.51, 0.51; GCF_948948975.1, s__Lactobacillus sp948948975, 95.0, 85.74, 0.498; GCF_947539375.1, s__Lactobacillus isalae, 95.0, 88.12, 0.628	N/A	N/A	N/A	N/A
LV2B000111	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.6	0.962	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 95.99, 0.464; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.25, 0.687	N/A	N/A	N/A	N/A
LV2B000112	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.62	0.962	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.16, 0.697; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 96.0, 0.464	N/A	N/A	N/A	N/A
LV2B000113	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.62	0.961	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 96.0, 0.464; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.12, 0.694	N/A	N/A	N/A	N/A
LV2B000114	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.63	0.962	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 96.0, 0.464; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.24, 0.687	N/A	N/A	N/A	N/A
LV2B000115	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.62	0.962	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 96.0, 0.464; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.17, 0.695	N/A	N/A	N/A	N/A
LV2B000116	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.96	0.788	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 91.52, 0.477; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 92.7, 0.412; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.28, 0.49	N/A	N/A	N/A	N/A
LV2B000117	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.94	0.79	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 92.7, 0.416; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 91.37, 0.479; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.26, 0.487	N/A	N/A	N/A	N/A
LV2B000118	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.6	0.918	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 96.8, 0.526; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.45, 0.692	N/A	N/A	N/A	N/A
LV2B000119	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.56	0.918	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 96.8, 0.526; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.44, 0.693	N/A	N/A	N/A	N/A
LV2B000120	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	GCF_001436455.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	99.94	0.952	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_007095465.1, s__Lactobacillus mulieris, 95.0, 89.22, 0.668; GCF_000425905.1, s__Lactobacillus psittaci, 95.0, 88.14, 0.406	N/A	N/A	N/A	N/A
